,0
2897,-0.000305234
2898,-0.000304140
2899,-0.000303050
2900,-0.000301963
2901,-0.000300881
2902,-0.000299803
2903,-0.000298728
2904,-0.000297657
2905,-0.000296591
2906,-0.000295528
2907,-0.000294468
2908,-0.000293413
2909,-0.000292361
2910,-0.000291313
2911,-0.000290269
2912,-0.000289229
2913,-0.000288192
2914,-0.000287159
2915,-0.000286130
2916,-0.000285105
2917,-0.000284083
2918,-0.000283065
2919,-0.000282050
2920,-0.000281039
2921,-0.000280032
2922,-0.000279028
2923,-0.000278028
2924,-0.000277032
2925,-0.000276039
2926,-0.000275049
2927,-0.000274064
2928,-0.000273081
2929,-0.000272103
2930,-0.000271127
2931,-0.000270156
2932,-0.000269187
2933,-0.000268222
2934,-0.000267261
2935,-0.000266303
2936,-0.000265349
2937,-0.000264398
2938,-0.000263450
2939,-0.000262506
2940,-0.000261565
2941,-0.000260627
2942,-0.000259693
2943,-0.000258763
2944,-0.000257835
2945,-0.000256911
2946,-0.000255990
2947,-0.000255073
2948,-0.000254158
2949,-0.000253248
2950,-0.000252340
2951,-0.000251435
2952,-0.000250534
2953,-0.000249636
2954,-0.000248742
2955,-0.000247850
2956,-0.000246962
2957,-0.000246077
2958,-0.000245195
2959,-0.000244316
2960,-0.000243440
2961,-0.000242568
2962,-0.000241698
2963,-0.000240832
2964,-0.000239969
2965,-0.000239109
2966,-0.000238252
2967,-0.000237398
2968,-0.000236547
2969,-0.000235699
2970,-0.000234854
2971,-0.000234013
2972,-0.000233174
2973,-0.000232338
2974,-0.000231505
2975,-0.000230676
2976,-0.000229849
2977,-0.000229025
2978,-0.000228204
2979,-0.000227386
2980,-0.000226571
2981,-0.000225759
2982,-0.000224950
2983,-0.000224144
2984,-0.000223340
2985,-0.000222540
2986,-0.000221742
2987,-0.000220948
2988,-0.000220156
2989,-0.000219367
2990,-0.000218580
2991,-0.000217797
2992,-0.000217016
2993,-0.000216239
2994,-0.000215463
2995,-0.000214691
2996,-0.000213922
2997,-0.000213155
2998,-0.000212391
2999,-0.000211630
